Time,Object,Confidence,Tracking_ID
2026-09-20 13:24:25,person,0.58,1
2026-09-20 13:24:25,person,0.87,1
2026-09-20 13:24:25,person,0.86,1
2026-09-20 13:24:25,person,0.85,1
2026-09-20 13:24:25,person,0.86,1
2026-09-20 13:24:25,person,0.86,1
2026-09-20 13:24:25,person,0.86,1
2026-09-20 13:24:26,person,0.87,1
2026-09-20 13:24:26,person,0.86,1
2026-09-20 13:24:26,person,0.86,1
2026-09-20 13:24:26,person,0.86,1
2026-09-20 13:24:26,person,0.84,1
2026-09-20 13:24:26,person,0.85,1
2026-09-20 13:24:26,person,0.82,1
2026-09-20 13:24:26,person,0.85,1
2026-09-20 13:24:26,person,0.74,1
2026-09-20 13:24:27,person,0.81,1
2026-09-20 13:24:27,person,0.82,1
2026-09-20 13:24:27,person,0.82,1
2026-09-20 13:24:27,person,0.77,1
2026-09-20 13:24:27,person,0.76,1
2026-09-20 13:24:27,person,0.8,1
2026-09-20 13:24:27,person,0.86,1
2026-09-20 13:24:27,person,0.86,1
2026-09-20 13:24:27,person,0.89,1
2026-09-20 13:24:28,person,0.87,1
2026-09-20 13:24:28,person,0.89,1
2026-09-20 13:24:28,person,0.89,1
2026-09-20 13:24:28,person,0.89,1
2026-09-20 13:24:28,person,0.89,1
2026-09-20 13:24:28,person,0.89,1
2026-09-20 13:24:28,person,0.86,1
2026-09-20 13:24:28,person,0.87,1
2026-09-20 13:24:28,person,0.9,1
2026-09-20 13:24:28,cell phone,0.79,3
2026-09-20 13:24:29,person,0.87,1
2026-09-20 13:24:29,cell phone,0.52,3
2026-09-20 13:24:29,person,0.9,1
2026-09-20 13:24:29,person,0.85,1
2026-09-20 13:24:29,person,0.87,1
2026-09-20 13:24:29,remote,0.51,3
2026-09-20 13:24:29,person,0.86,1
2026-09-20 13:24:29,cell phone,0.8,3
2026-09-20 13:24:29,person,0.87,1
2026-09-20 13:24:29,cell phone,0.59,3
2026-09-20 13:24:29,person,0.88,1
2026-09-20 13:24:29,cell phone,0.59,3
2026-09-20 13:24:29,person,0.88,1
2026-09-20 13:24:29,cell phone,0.62,3
2026-09-20 13:24:29,person,0.86,1
2026-09-20 13:24:30,person,0.87,1
2026-09-20 13:24:30,person,0.85,1
2026-09-20 13:24:30,person,0.86,1
2026-09-20 13:24:30,cell phone,0.51,3
2026-09-20 13:24:30,person,0.86,1
2026-09-20 13:24:30,cell phone,0.51,3
2026-09-20 13:24:30,person,0.87,1
2026-09-20 13:24:30,person,0.83,1
2026-09-20 13:24:30,person,0.77,1
2026-09-20 13:24:30,person,0.9,1
2026-09-20 13:24:30,person,0.9,1
2026-09-20 13:24:31,person,0.88,1
2026-09-20 13:24:31,person,0.87,1
2026-09-20 13:24:31,person,0.86,1
2026-09-20 13:24:31,person,0.87,1
2026-09-20 13:24:31,person,0.89,1
2026-09-20 13:24:31,person,0.84,1
2026-09-20 13:24:31,person,0.86,1
2026-09-20 13:24:31,person,0.83,1
2026-09-20 13:24:31,person,0.88,1
2026-09-20 13:24:32,person,0.87,1
2026-09-20 13:24:32,person,0.87,1
2026-09-20 13:24:32,person,0.89,1
2026-09-20 13:24:32,person,0.9,1
2026-09-20 13:24:32,person,0.89,1
2026-09-20 13:24:32,person,0.88,1
2026-09-20 13:24:32,person,0.88,1
2026-09-20 13:24:32,person,0.82,1
2026-09-20 13:24:32,person,0.83,1
2026-09-20 13:24:33,person,0.82,1
2026-09-20 13:24:33,person,0.81,1
2026-09-20 13:24:33,person,0.77,1
2026-09-20 13:24:33,person,0.83,1
2026-09-20 13:24:33,person,0.81,1
2026-09-20 13:24:33,person,0.85,1
2026-09-20 13:24:33,person,0.86,1
2026-09-20 13:24:33,person,0.85,1
2026-09-20 13:24:33,person,0.86,1
2026-09-20 13:24:34,person,0.87,1
2026-09-20 13:24:34,person,0.88,1
2026-09-20 13:24:34,person,0.87,1
2026-09-20 13:24:34,person,0.86,1
2026-09-20 13:24:34,person,0.86,1
2026-09-20 13:24:34,person,0.87,1
2026-09-20 13:24:34,person,0.85,1
2026-09-20 13:24:34,person,0.84,1
2026-09-20 13:24:34,person,0.79,1
2026-09-20 13:24:34,person,0.77,1
2026-09-20 13:24:35,person,0.84,1
2026-09-20 13:24:35,bottle,0.64,4
2026-09-20 13:24:35,person,0.86,1
2026-09-20 13:24:35,person,0.87,1
2026-09-20 13:24:35,bottle,0.62,4
2026-09-20 13:24:35,person,0.86,1
2026-09-20 13:24:35,bottle,0.71,4
2026-09-20 13:24:35,person,0.88,1
2026-09-20 13:24:35,bottle,0.84,4
2026-09-20 13:24:35,person,0.88,1
2026-09-20 13:24:35,bottle,0.84,4
2026-09-20 13:24:35,person,0.87,1
2026-09-20 13:24:35,bottle,0.61,4
2026-09-20 13:24:35,person,0.86,1
2026-09-20 13:24:35,bottle,0.63,4
2026-09-20 13:24:35,person,0.85,1
2026-09-20 13:24:36,person,0.87,1
2026-09-20 13:24:36,bottle,0.68,4
2026-09-20 13:24:36,person,0.84,1
2026-09-20 13:24:36,bottle,0.6,4
2026-09-20 13:24:36,person,0.9,1
2026-09-20 13:24:36,person,0.88,1
2026-09-20 13:24:36,person,0.86,1
2026-09-20 13:24:36,person,0.88,1
2026-09-20 13:24:36,person,0.88,1
2026-09-20 13:24:36,person,0.82,1
2026-09-20 13:24:36,person,0.88,1
2026-09-20 13:24:37,person,0.87,1
2026-09-20 13:24:37,person,0.87,1
2026-09-20 13:24:37,person,0.86,1
2026-09-20 13:24:37,person,0.89,1
2026-09-20 13:24:37,person,0.87,1
2026-09-20 13:24:37,person,0.89,1
2026-09-20 13:24:37,person,0.87,1
2026-09-20 13:24:37,person,0.85,1
